bagg 闭关
pfxb 剖析
pfxk 旁系
pfxs 贫富悬殊
pfyo 疲于
pfyz 匹夫有责
pfz 皮肤针
pfzd 旁证
pfzf 疱疹
pfzk 庞杂
pfzl 烹制
pfzr 皮肤针
pfzt 旁注
pfzy 旁支
pfzya 匹夫之勇
pfzz 痞子
pfzzo 票贩子
pfzzoo 颇费周折
pgbd 普遍
pgbf 叛变
pgbh 炮兵
pgbhi 评功摆好
pgbj 判别
pgcb 普查
pgcd 判词
pgci 炮车
pgcj 盘根错节
pgck 判处
pgdb 炮弹
pgdc 瓶胆
pgdd 判读
pgdf 普度
pgdfo 瓶底
pgdg 判断
pgds 判定
pgdt 普渡
pgdw 叛党
pgfe 判罚
pgfi 叛匪
pgfj 判分
pgft 普法
pggb 普格
pgge 叛国
pggf 普高
pggg 瓶盖
pggs 判官
pggsi 苹果公司
pghg 炮火
pghi 炮轰
pghp 炮灰
pgj 膀胱经
pgjb 苹果机
pgjc 膀胱经
pgjd 叛军
pgje 瞥见
pgjf 判决
pgjfe 普京
pgjg 炮姜
pgjgi 评估机构
pgjk 普及
pgjke 普九
pgjm 炮舰
pgjo 炮击
pgjr 膀胱镜
pgjt 普济
pgjx 瓶颈
pgjy 普教
pgjz 普降
pgkj 炮口
pgkjo 瓶口
pgks 普快
pgl 跑过来
pglb 炮楼
pgld 披肝沥胆
pgle 普罗
pglf 叛离
pglg 普兰
pglh 判例
pgll 叛乱
pglq 破格录取
pglu 扑过来
pgmg 普米
pgmi 判明
pgne 瓶内
pgng 叛逆
pgnl 屁滚尿流
pgns 普宁
pgpe 判赔
pgpg 瓶瓶
pgps 破罐破摔
pgq 平谷区
pgqi 平谷区
pgqx 剖肝泣血
pgqy 平肝潜阳
pgrw 判若
pgs 苹果酸
pgsh 瓶身
pgsl 普适
pgsn 炮声
pgsr 膀胱湿热
pgss 瓶塞
pgsu 炮手
pgsy 普世
pgsz 披挂上阵
pgth 瓶体
pgtj 叛逃
pgtl 普特
pgtla 炮筒
pgtm 叛徒
pgtma 炮艇
pgtn 炮塔
pgto 普天
pgtx 普通
pgtxa 炮台
pgtz 普陀
pgv 膀胱癌
pgvf 膀胱癌
pgvk 普尔
pgvs 普安
pgvsi 判案
pgvt 普洱
pgwd 刨根问底
pgwg 判为
pgxf 平肝息风
pgxj 炮响
pgxl 普选
pgxo 判刑
pgxq 普贤
pgxqo 颇感兴趣
pgy 蒲公英
pgye 炮眼
pgyei 苹果园
pgyg 膀胱炎
pgyw 浦公英
pgz 旁观者
pgzc 破故纸
pgze 瓶中
pgzei 判罪
pgzf 瓶装
pgzh 炮仗
pgzi 普照
pgzk 炮炙
pgzl 炮制
pgzla 炮竹
pgzm 旁观者清，当局者迷
pgzp 皮革制品
pgzq 旁观者清
pgzs 破罐子破摔
pgzt 普涨
pgzy 旁观者
pgzz 瓶子
phb 排行榜
phbb 排行榜
phbd 飘忽不定
phbi 牌匾
phbo 平衡表
phbp 偏不
phbq 徘徊不前
phbr 偏北
phce 偏财
phcg 偏差
phch 仆从
phcl 片长
phcy 片酬
phd 平衡点
phdg 片断
phdga 凭单
phdh 片段
phdhi 偏低
phdho 披红戴花
phdj 凭吊
phdk 偏多
phdn 佩刀
phdp 偏大
phdr 平衡点
phdy 佩戴
phdyi 佩带
phfc 佩服
phff 偏方
phffi 偏废
phfn 牌坊
phfr 偏锋
phfz 破坏分子
phgf 偏高
phgg 偏关
phgl 披红挂绿
phgw 偏光
phh 胖乎乎
phhd 破坏活动
phhj 牌号
phhn 偏好
phhs 迫害
phj 平滑肌
phjb 牌局
phjc 平滑肌
phje 偏见
phjf 片剂
phjh 凭借
phjhi 佩剑
phjhii 牌价
phjk 牌九
phjke 俳句
phjki 偏角
phjm 迫近
phjo 僻静
phjt 偏激
phju 凭据
phjw 凭藉
phjz 迫降
phkb 偏枯
phkf 片刻
phkl 偏科
phks 凭空
phlb 凭栏
phlbi 牌楼
phld 澎湖列岛
phlf 偏离
phlg 佩兰
phlgi 牌类
phln 魄力
phlp 偏历
phlt 炮火连天
phlw 偏劳
phm 平衡木
phma 偏门
phmb 平衡木
phmf 偏盲
phmk 片名
phmp 片面
phmq 配合默契
phne 偏内
phnx 偏难
phny 偏南
phpf 偏旁
phph 偏偏
phpha 片片
phphi 偏僻
phphu 乒乓
phpn 偏颇
phpy 凭票
phqi 迫切
phqy 偏巧
phrh 仆人
phri 偏软
phrn 僻壤
phs 破坏神
phsd 破坏神
phsf 片商
phsfi 平湖市
phsh 迫使
phshi 偏食
phsi 偏是
phsk 偏色
phsl 偏私
phsr 偏上
phst 偏少
phsy 配合使用
pht 皮划艇
phtd 偏袒
phte 蒲黄炭
phtf 偏瘫
phti 偏题
phtj 偏听
phtl 佩特
phtm 皮划艇
phtn 乒坛
phts 片头
phvj 偏爱
phvk 片儿
phvs 偏安
phwb 片尾
phwh 牌位
phwk 偏外
phx 破坏性
phxd 偏心
phxda 凭祥
phxe 郫县
phxh 偏向
phxhi 偏斜
phxk 偏狭
phxs 破坏性
phxt 偏小
phxy 偏下
phxyu 乒协
phy 贫化铀
phyc 片约
phyh 偏倚
phyl 偏移
phyo 迫于
phyoi 偏远
phyoii 偏于
phyoio 佩玉
phyp 偏压
phyr 贫化铀
phys 便宜
phyy 偏要
phzd 凭证
phzdi 牌证
phze 偏置
phzf 片状
phzg 凭着
phzi 牌照
phzii 偏转
phzl 偏重
phzr 牌桌
phzu 偏执
phzui 偏振
phzz 牌子
phzza 片子
pict 叵测
pidl 匹敌
pifo 匹夫
pimc 匹马
pipy 匹配
pjb 破解版
pjbc 片甲不存
pjbd 跑遍
pjbh 普及版
pjbk 破旧不堪
pjbl 片甲不留
pjbr 跑步
pjbw 喷薄
pjby 普及本
pjbyo 贫贱不能移
pjci 跑车
pjcj 噗嗤
pjcw 品尝
pjcwe 品茶
pjcy 破镜重圆
pjcz 跑出
pjcze 品出
pjczo 喷出
pjd 平静的
pjdc 啤酒肚
pjdd 跑调
pjdde 品读
pjdg 跑道
pjdgo 喷灯
pjdh 僻静的
pjdi 跑到
pjdl 品第
pjdm 跑得
pjdme 品德
pjdn 盆地
pjdo 跑动
pjdu 跑掉
pjdy 票据打印
pjf 平均分
pjfg 喷粉
pjfj 贫乏
pjfk 喷饭
pjfl 平均分子量
pjfn 喷发
pjfs 贫富
pjgb 品格
pjgl 喷管
pjgle 品管
pjgs 跑官
pjgt 喷灌
pjgy 跑过
pjgz 平均工资
pjh 啤酒花
pjhc 喷绘
pjhe 跑回
pjheo 喷画
pjhg 喷火
pjhn 喷壶
pjhs 贫寒
pjhw 盆花
pjj 啤酒节
pjjc 品级
pjje 贫贱
pjjf 贫瘠
pjjfo 喷浆
pjjg 平均价格
pjji 盆景
pjjm 啤酒酵母
pjjq 品鉴
pjjt 啤酒
pjjte 品酒
pjjto 喷溅
pjjw 啤酒节
pjjy 普及教育
pjke 贫困
pjkj 喷口
pjko 跑开
pjkp 贫矿
pjkw 贫苦
pjl 潘金莲
pjlb 破纪录
pjlf 平均率
pjlfe 普及率
pjlg 品类
pjlj 嘌呤
pjlr 平均利润
pjlu 跑来
pjlw 潘金莲
pjlx 破旧立新
pjly 彭加勒
pjlz 跑了
pjm 片假名
pjmb 贫民
pjmc 跑马
pjmci 平均每年增长
pjme 喷墨
pjmj 品貌
pjmk 品名
pjmki 平假名
pjmn 平均每年
pjmr 平均每人
pjmt 平均每天
pjmw 品茗
pjnd 贫农
pjnl 平均年龄
pjp 迫击炮
pjpd 品评
pjpg 迫击炮
pjph 品牌
pjpj 啪啪
pjpji 噼啪
pjq 潘集区
pjqb 喷枪
pjqc 盆腔
pjqe 跑圈
pjqh 喷泉
pjqi 蓬江区
pjqii 平江区
pjqj 哌嗪
pjql 喷气
pjqn 跑去
pjqs 贫穷
pjqt 喷漆
pjqw 平均气温
pjrb 贫弱
pjrl 平均日产量
pjs 判决书
pjsb 帕金森
pjsbe 帕金森病
pjsc 判决书
pjsd 平均速度
pjsf 喷施
pjsfe 盘锦市
pjsg 平均数
pjsh 喷射
pjsho 贫僧
pjsm 平均寿命
pjsp 喷砂
pjspi 平均水平
pjsr 喷上
pjsri 平均收入
pjst 喷洒
pjsto 喷水
pjsz 帕金森综合症
pjtc 跑腿
pjtce 品脱
pjte 喷图
pjti 跑题
pjtj 喷嚏
pjtjo 喷吐
pjtl 否极泰来
pjts 喷头
pjtt 喷涂
pjtw 跑堂
pjwh 品位
pjwj 品味
pjwk 跑外
pjws 跑完
pjwu 喷雾
pjx 普及型
pjxb 品相
pjxh 贫血
pjxj 咆哮
pjxk 品系
pjxl 喷香
pjxm 品行
pjxo 普及型
pjxs 品性
pjxy 趴下
pjxya 跑鞋
pjxye 普济消毒饮
pjy 皮肌炎
pjye 番禺
pjyg 皮肌炎
pjyr 贫铀
pjyt 喷涌
pjyte 盆浴
pjyw 喷药
pjyz 鄱阳
pjz 凭借着
pjzb 平均指标
pjzc 炮舰政策
pjzd 平均增长速度
pjzg 跑着
pjzgo 喷着
pjzh 平均值
pjzj 贫嘴
pjzjo 喷嘴
pjzjoi 披荆斩棘
pjzl 品种
pjzm 品质
pjzp 趴在
pjzr 披坚执锐
pjzy 盆栽
pjzyi 平均主义
pjzz 盆子
pjzzi 平均增长
pkcz 刨除
pkd 贫困的
pkdh 贫困的
pkdm 破口大骂
pkdq 贫困地区
pkfk 匍匐
pkgb 刨根
pkh 贫困化
pkhd 贫困户
pkhh 贫困化
pkkn 刨坑
pknz 凭空捏造
pkpl 怕苦怕累
pkq 浦口区
pkqi 浦口区
pkrk 贫困人口
pkrz 皮开肉绽
pktn 刨土
pkv 赔款额
pkvc 破壳而出
pkvs 赔款额
pkvt 贫困儿童
pkx 贫困县
pkxc 贫困线
pkxe 贫困县
plbp 篷布
plc 平流层
plcb 平流层
pld 漂亮的
pldh 疲劳的
pldhi 评论的
pldq 赔礼道歉
plfb 赔了夫人又折兵
plfe 篇幅
plff 攀龙附凤
plg 蓬莱阁
plga 蓬莱阁
plgr 平炉钢
plgz 披露工作
plj 评论家
pljs 评论家
pljv 帕利基尔
plky 普鲁卡因
pll 偏离了
plll 笸箩
pllz 偏离了
plm 婆罗门
plma 婆罗门
plmb 帕拉马里博
plme 篇目
plmk 篇名
plms 普利茅斯
plpf 烹龙炮凤
plpl 篇篇
plpli 噼里啪啦
plplu 劈里啪啦
plpq 跑来跑去
plpt 普罗帕酮
plq 盘龙区
plqi 盘龙区
plqy 排卵期
pls 普鲁士
plsc 批量生产
plsd 普林斯顿
plsf 蓬莱市
plsfi 平凉市
plsg 篇首
plsgi 篇数
plsl 破历史最高纪录
plsn 普鲁士
plsp 铺路石
plst 泼冷水
plt 跑龙套
pltp 跑龙套
plw 篇论文
plwf 篇论文
plwl 霹雳舞
plwz 评论文章
plxy 频率响应
ply 评论员
plyh 碰了一鼻子灰
plyj 评论员
plyw 凭栏远望
plyy 普拉亚
plyz 评论员文章
plze 篇中
plzf 篇章
plzh 排列组合
pmbb 盘剥
pmbh 屏幕保护
pmbx 平民百姓
pmc 跑马场
pmcb 盘查
pmcc 盘缠
pmce 爬虫
pmcn 跑马场
pmcp 盘存
pmcz 爬出
pmd 片面的
pmdh 片面的
pmdi 爬到
pmdj 盘跌
pmdjo 喷墨打印机
pmdq 匹马单枪
pmdr 盘点
pmdx 披麻带孝
pmdy 盘带
pmfh 彷佛
pmfl 盘符
pmgf 爬高
pmgh 跑马观花
pmgy 盘古
pmh 拍卖会
pmhb 盘桓
pmhh 盘货
pmhhi 平民化
pmhi 盘划
pmhm 徘徊
pmhmu 彷徨
pmht 盘活
pmj 平面角
pmjc 盘结
pmjh 平面几何
pmjj 盘踞
pmjja 泡沫经济
pmjk 平面角
pmjr 盘锦
pmjri 平面镜
pmk 贫民窟
pmko 盘亏
pmks 贫民窟
pmle 盘里
pmlh 牝牡骊黄
pmm 跑买卖
pmmp 盘面
pmmt 爬满
pmmy 跑买卖
pmp 拍马屁
pmpb 拍马屁
pmph 盘片
pmpn 爬坡
pmq 排名前
pmqd 片面强调
pmqe 盘曲
pmqg 排名前
pmqi 贫民区
pmqn 爬起
pmqna 爬墙
pmrc 盘绕
pms 屏幕上
pmsb 爬树
pmse 爬山
pmsee 盘山
pmsj 平面设计
pmsl 盘算
pmsla 爬升
pmslao 泡沫塑料
pmsle 盘升
pmsp 磐石
pmsr 爬上
pmt 平面图
pmtc 盘腿
pmte 剖面图
pmv 帕米尔
pmvc 破门而出
pmvk 帕米尔
pmvl 扑面而来
pmvr 破门而入
pmvs 磐安
pmvy 帕米尔高原
pmwa 盘问
pmwg 盘马弯弓
pmx 片面性
pmxc 盘膝
pmxf 盘旋
pmxm 爬行
pmxs 片面性
pmxy 爬下
pmyn 盘盈
pmz 普米族
pmzd 旁门左道
pmze 盘账
pmzf 普米族
pmzq 片面追求
pmzy 盘整
pmzz 盘子
pnbf 皮瓣
pnbk 皮包
pnbp 颇不
pnbpe 坯布
pnby 皮鞭
pncb 皮层
pncbo 皮尺
pncn 彭城
pncno 嫖娼
pncw 皮草
pndf 坡度
pndg 坡道
pndh 皮袋
pndk 颇多
pndm 颇得
pndn 坡地
pndp 颇大
pndy 皮带
pndz 皮蛋
pnfb 颇费
pnfc 皮肤
pnfk 颇负
pnfl 皮筏
pnfn 嫔妃
pnfni 姘妇
pnfo 颇丰
pnfoi 姘夫
pnfs 颇富
pngb 培根
pngf 颇高
pngp 颇感
pngy 皮革
pnhh 皮货
pnhn 颇好
pnhy 皮黄
pnjb 姘居
pnje 颇具
pnjeo 皮具
pnjf 排难解纷
pnjh 颇佳
pnjho 皮件
pnji 皮匠
pnjl 皮筋
pnjn 嫖妓
pnju 皮夹
pnjy 排难解忧
pnks 嫖客
pnkz 普那卡宗
pnlg 坯料
pnlh 颇令
pnlv 普萘洛尔
pnmb 皮棉
pnme 皮帽
pnmg 媲美
pnml 皮毛
pnnx 颇能
pnny 皮囊
pnpd 皮袍
pnqo 皮球
pnre 皮肉
pns 普宁市
pnsd 皮试
pnse 彭山
pnseo 皮山
pnsf 普宁市
pnsh 颇似
pnsj 颇受
pnss 嫖宿
pnst 皮水
pnsto 颇少
pnstu 彭水
pntd 排脓托毒
pntm 皮艇
pntn 娉婷
pntne 培土
pnts 姘头
pnvd 皮袄
pnwc 皮纹
pnwg 颇为
pnxb 皮屑
pnxd 培训
pnxe 彭县
pnxl 皮箱
pnxle 盘尼西林
pnxy 皮鞋
pnxyo 皮靴
pnxyoo 皮下
pnyb 皮椅
pnyf 培育
pnyfo 皮衣
pnyg 培养
pnygo 皮炎
pnyp 颇有
pnyz 彭阳
pnz 叛逆者
pnzb 培植
pnzbo 皮张
pnzc 皮脂
pnzf 皮疹
pnzm 皮质
pnzr 皮内针
pnzt 彭泽
pnzy 叛逆者
pnzz 皮子
pnzze 坯子
popo 琵琶
poyf 琵音
ppb 跑跑步
ppbb 碰杯
ppbbe 碰壁
ppbbo 破壁
ppbboo 蓬蓬勃勃
ppbe 破败
ppbf 破冰
ppbp 磅礴
ppbpo 破布
ppbr 跑跑步
ppbs 偏旁部首
ppc 碰碰车
ppcc 平平常常
ppce 破财
ppcf 破产
ppcfe 碰瓷
ppci 破车
ppck 碰触
ppcko 破处
ppcz 破除
ppd 胖胖的
ppdc 破胆
ppdd 平平淡淡
ppdg 飘蓬断梗
ppdh 碰倒
ppdha 批评的
ppdhe 品牌的
ppdi 碰到
ppdl 铺平道路
ppdn 频频地
ppdt 破洞
ppdy 瓢泼大雨
ppfb 破费
ppfc 仆仆风尘
ppgb 破格
ppgg 瓶瓶罐罐
ppgge 盆盆罐罐
ppgm 破瓜
ppgy 凭票供应
ppgz 翩翩公子
pphh 平平和和
pphn 破坏
pphw 破获
ppj 品牌机
ppjb 品牌机
ppje 碰见
ppji 破旧
ppjio 破戒
ppjj 平平静静
ppjk 破解
ppjo 碰击
ppjs 批评家
ppjv 澎湃激昂
ppkj 破口
ppkn 破壳
ppks 破空
pplg 破烂
pplh 破例
ppll 破破烂烂
ppllo 漂漂亮亮
pplp 破裂
pplr 破锣
pplt 破浪
pplw 破落
pplz 破了
ppma 破门
ppme 破灭
ppmf 破庙
ppmm 婆婆妈妈
ppmp 碰面
pppp 砰砰
ppppe 碰碰
ppq 乒乓球
ppqd 乒乓球队
ppqg 乒乓球馆
ppql 破气
ppqo 乒乓球
ppqw 翩翩起舞
ppqy 碰巧
ppr 飘飘然
pprk 砰然
ppsh 碰伤
ppsn 翩翩少年
ppsp 破碎
ppspe 硼砂
ppsr 碰上
ppsu 破损
ppsua 砒霜
ppsy 硼酸
ppt 泡泡糖
pptd 批评态度
pptg 泡泡糖
ppti 破题
pptn 破土
ppts 碰头
pptt 普普通通
pptu 帕皮提
ppvs 破案
ppvv 平平安安
ppww 平平稳稳
ppxb 破相
ppxe 邳县
ppxh 破血
ppxi 破晓
ppxy 破鞋
ppy 枇杷叶
ppyd 破译
ppyj 枇杷叶
ppyp 批评与自我批评
ppyx 飘飘欲仙
ppzc 破绽
ppzg 碰着
ppzt 怦怦直跳
ppzu 碰撞
ppzx 平铺直叙
ppzz 破阵
ppzza 批评指正
pqc 排球场
pqcj 旁敲侧击
pqcn 排球场
pqd 排球队
pqdz 排球队
pqfj 喷气发动机
pqg 排气管
pqgl 排气管
pqh 脾气坏
pqhn 脾气坏
pqj 喷气机
pqjb 喷气机
pql 爬起来
pqlh 贫穷落后
pqli 排气量
pqlu 爬起来
pqlz 抛弃了
pqpz 平起平坐
pqs 喷气式
pqsi 喷气式
pqsj 喷气式客机
pqss 排球赛
pqt 铍青铜
pqtr 铍青铜
pqx 脾气虚
pqxr 脾气虚
pqxs 迫切性
pqxx 脾气下陷
pqxy 迫切需要
pqy 盆腔炎
pqyg 盆腔炎
pqyq 迫切要求
prbb 铺板
prcf 铺床
prcfo 频次
prch 频传
prcp 铺成
prcz 铺陈
prdf 铺底
prdfo 频度
prdg 频道
prdh 频段
prdi 铺到
prdn 铺地
prdr 频点
prdu 铺垫
prdw 庞然大物
prdy 频带
prff 铺放
prfl 频繁
prgg 铺盖
prgi 铺轨
prhg 判若鸿沟
prhh 铺货
prjf 铺就
prko 铺开
prks 频宽
prl 平日里
prle 平日里
prlf 频率
prlj 铺路
prlr 判若两人
prmp 铺面
prmt 铺满
prpd 频谱
prpr 频频
prpu 铺平
prpuo 铺排
prqp 铺砌
prrh 频仍
prs 譬如说
prsd 铺设
prsg 频数
prsl 频生
prsr 铺上
prwh 铺位
prwr 旁若无人
prxd 怦然心动
prxh 铺叙
prxt 扑热息痛
prxy 铺下
pryn 判若云泥
prz 聘任制
przb 铺张
przbo 铺展
przf 铺装
przl 聘任制
przp 铺在
przz 铺子
psc 喷水池
pscj 平时成绩
psck 拍手称快
psct 喷水池
psdf 朴素大方
psdh 排山倒海
psdm 怕得
psf 破伤风
psfk 破伤风
psg 排水沟
psgc 排水工程
psgl 排水管
psgt 排水沟
psh 爬山虎
pshr 爬山虎
pshs 慓悍
pshy 颇受欢迎
psj 喷砂机
psjb 喷砂机
psjh 拍手叫好
psjj 披沙拣金
psjl 破世界纪录
psjw 泼水节
psjy 脾失健运
psk 帕斯卡
pskr 帕斯卡
pskv 帕斯卡尔
pskw 怕苦
pskz 喷水孔
psl 排水量
psle 怕累
pslf 怕冷
pslg 破私立公
psli 排水量
pslr 蒲松龄
pslx 脾肾两虚
pslz 披上绿装
psm 凭什么
psmk 怕什么
psml 扑朔迷离
psph 拼死拼活
psps 怦怦
psqw 婆娑起舞
psrh 怕人
psrk 怦然
psru 怕热
pss 磐石市
pssd 怕谁
pssf 磐石市
pssi 怕是
pssl 怕生
pssp 怕死
pssy 怕事
pst 皮手套
pste 陪审团
pstl 帕萨特
pstp 皮手套
pswh 朴实无华
psx 判死刑
psxc 菩萨心肠
psxe 平山县
psxf 陪审席
psxfi 萍水相逢
psxg 怕羞
psxo 判死刑
psxt 排水系统
psy 陪审员
psyc 派上用场
psyj 陪审员
psyp 怕有
psyx 脾肾阳虚
psz 盘算着
pszc 配售政策
pszd 陪审制度
pszg 盘算着
pszz 胼手胝足
ptb 排头兵
ptbh 派兵
ptbho 漂白
ptbj 派别
ptbja 泡吧
ptbp 瀑布
ptbr 浦北
ptbt 漂泊
ptbx 平头百姓
ptci 派车
ptcn 浦城
ptcs 配套措施
ptcw 泡茶
ptcwa 泡菜
ptcz 派出
ptd 普通的
ptdg 破土动工
ptdh 普通的
ptdi 派到
ptdio 浦东
ptdw 漂荡
ptdx 派对
ptdy 滂沱大雨
ptdz 派队
ptf 普通法
ptfk 泡饭
ptfn 泼妇
ptfno 派发
ptft 漂浮
ptg 葡萄干
ptgc 派给
ptgca 配套工程
ptgce 普通股
ptgd 铺天盖地
ptgg 配套改革
ptgl 劈头盖脸
ptgm 蓬头垢面
ptgo 葡萄干
ptgz 普通高中
pth 破天荒
pthd 普通话
pthh 碰头会
ptht 澎湖
pthw 破天荒
ptj 葡萄酒
ptjd 派军
ptjs 婆家
ptjsa 配套技术
ptjt 浦江
ptjy 普通教育
ptky 派克
ptlc 蓬头历齿
ptlf 漂亮
ptlfo 泼辣
ptlm 抛头露面
ptlt 漂流
ptlte 普天率土
ptlto 破铜烂铁
ptlu 派来
ptlz 评头论足
ptlze 品头论足
ptme 泼墨
ptmn 婆妈
ptmp 泡面
ptmt 泡沫
ptnb 泡尿
ptnn 泡妞
ptnne 婆娘
ptpn 泼皮
ptpt 婆婆
ptpta 泡泡
ptptu 澎湃
ptpx 偏听偏信
ptpz 评头品足
ptq 坡头区
ptqe 派遣
ptqi 坡头区
ptqj 葡萄球菌
ptqn 派去
ptr 普通人
ptrh 派人
ptrk 沛然
ptrt 漂染
pts 菩提树
ptsb 配套设备
ptse 普陀山
ptsf 莆田市
ptsfo 披头散发
ptsg 派送
ptsl 派生
ptsr 派上
ptsra 泡上
ptst 婆娑
ptsta 泡水
ptsto 泼水
ptstoe 泼洒
ptt 葡萄糖
ptte 陪同团
pttf 偏头痛
pttg 葡萄糖酸钙
pttq 普天同庆
ptts 派头
pttt 泡汤
ptttu 滂沱
ptvc 破土而出
ptvs 潘安
ptwe 泡网
ptwm 派往
ptws 配套完善
ptwx 破涕为笑
ptx 陪同下
ptxe 沛县
ptxf 旁听席
ptxh 派息
ptxhi 脾统血
ptxk 派系
ptxn 婆媳
ptxs 派性
ptxse 排他性
ptxt 漂洗
ptxy 浦西
ptxye 普天下
pty 葡萄牙
ptye 葡萄园
ptyh 溥仪
ptyhe 普通用户
ptyi 泡影
ptyj 派员
ptyl 漂移
ptyn 婆姨
ptyy 葡萄牙语
ptyz 濮阳
ptz 菩提子
ptzc 派驻
ptzp 泡在
ptzt 泡澡
ptzto 葡萄汁
ptzx 普天之下
ptzz 普通住宅
pubb 平板
pubbe 拍板
pubc 批驳
pubh 平白
pubhe 排版
pubheo 排便
pubho 扑鼻
pubi 排比
publ 撇笔
pubn 平坝
pubna 批办
pubo 排班
pubp 排布
pubpi 平布
pubr 平辈
pubu 拼搏
pubua 批捕
pubui 拚搏
pucb 排查
pucbi 平槽
puce 平畴
pucf 拼凑
pucfa 批次
puch 平川
puchi 平仓
puci 平昌
pucii 平车
pucj 扑哧
pucji 平喘
pucm 排斥
pucn 排场
pucni 捧场
pucp 排成
pucpe 拍成
pucpi 拼成
pucw 平常
pucy 拼刺
pucz 排除
pucze 排出
puczei 拍出
puczi 拼出
puczu 抛出
pudb 排档
pudbe 拍档
pudd 平调
pude 扑蝶
pudf 平底
pudfi 平度
pudh 扑倒
pudi 扑到
pudie 排到
pudiu 抛到
pudl 平等
pudm 拍得
pudn 平地
pudno 扑地
pudo 排毒
pudoe 拍动
pudoi 平动
puds 平定
pudsa 批斗
pudse 排定
pudt 平淡
pudu 拍打
pudue 排挡
puduo 扑打
puduu 抛掉
pudy 平顶
pudz 排队
pufb 抛费
pufc 捧腹
pufd 平房
puff 平方
puffe 排放
pufg 扑粉
pufj 平分
pufk 平凡
pufko 披风
pufl 平复
pufla 批复
pufm 平反
pufn 批发
pugb 批改
pugc 平肝
puge 排骨
pugei 平果
pugj 平谷
pugji 捧哏
pugt 排灌
pugu 披挂
pugw 抛光
pugwi 平光
puhc 平缓
puhco 披红
puhe 捧回
puhg 扑火
puhh 批货
puhj 排号
puhja 批号
puhl 平和
puhm 平衡
puhme 排行
puht 平滑
puhte 排洪
puhti 平湖
puhw 抛荒
pujb 平局
pujbe 排检
pujc 平级
pujd 披肩
puje 披甲
pujeo 披巾
pujg 批卷
pujh 平价
pujha 批价
pujhai 批件
pujk 排解
pujki 平角
pujn 平均
pujo 平静
pujoe 拍击
pujoi 抨击
pujoo 扑击
pujou 抛进
pujt 平江
pujti 平津
puju 排挤
pujui 拼接
pujx 拼劲
pujy 扑救
pukd 排课
puko 抛开
pukoe 排开
pukoo 撇开
puks 扑空
pukse 排空
puky 扑克
pulc 排练
pule 平罗
pulf 抛离
pulfi 平凉
pulg 平炉
pulge 排料
puli 批量
pulie 排量
pulj 平路
pulk 平乐
pulke 排卵
pull 平利
pulp 排列
pult 排涝
pulu 霹雳
pulue 排雷
pului 霹雷
puluo 披露
pulz 拼了
pulzi 平陆
puma 拍门
pumb 平民
pumc 拍马
pumci 平脉
pume 扑灭
pumf 披靡
pumg 平米
pumh 拼命
pumhi 拚命
pumi 平明
pumk 排名
pump 扑面
pumpi 平面
pumr 抛锚
pumy 拍卖
punb 排尿
punc 排脓
punl 平年
puny 平南
pupd 批评
pupg 批判
pupgi 平叛
puph 拍片
pupm 拼盘
pupmi 平盘
pupmu 抛盘
pupr 平铺
pupu 拍拍
pupui 平平
puqe 排遣
puqf 抛弃
puqfe 排齐
puqg 排前
puqh 平泉
puqi 抛妻
puql 排气
puqn 捧起
puqne 排起
puqnu 抛却
puqo 排球
puqou 抛球
puqs 扒窃
puqu 拼抢
purc 平绒
purh 平人
puri 平日
purj 抛入
purje 排入
purn 平壤
pusa 扑闪
pusd 平视
puse 平山
push 平伸
pushi 平顺
pushu 抛射
pushue 抛售
pusi 平时
pusj 拼杀
pusjo 扑杀
pusl 平生
pusn 平声
puso 批示
pusoi 平素
pusp 拼死
pusr 披上
puss 平实
pust 排水
pustu 抛洒
pusu 拍摄
pusue 拍手
pusui 平手
pusuo 扒手
pusy 披散
pusye 排散
putc 扑腾
pute 拼图
putei 拼贴
puth 排他
puthi 平躺
putk 批条
putn 平坦
putne 排坛
putni 平塘
puts 平头
putse 排头
putt 平添
putti 平潭
putu 拍拖
putuu 抛投
putx 平台
putxi 平通
putxo 扑通
putz 平粜
puve 拍岸
puvs 平安
puvse 拍案
puwb 排尾
puwc 平纹
puwf 批文
puwh 排位
puwk 排外
puwl 平稳
puwo 平武
puws 拍完
puwt 排污
puwy 平卧
puxc 平乡
puxd 拼写
puxf 排序
puxh 扑向
puxhi 平息
puxhie 平信
puxhu 抛向
puxm 平行
puxt 排泄
puxx 拍戏
puxxe 排戏
puxy 抛下
puxye 拍下
puxyo 撇下
puxz 排险
puya 批阅
puyb 排异
puyd 批语
puye 平野
puyf 拼音
puyfi 平庸
puyfo 披衣
puyg 排烟
puyh 平舆
puyi 平易
puyj 平遥
puyji 平邑
puyk 排印
puyl 平移
puylu 抛秧
puyo 平远
puyp 平原
puypi 拼页
puys 排忧
puyt 排演
puyu 平抑
puyz 平阳
puyzi 平阴
puzb 平展
puzf 批准
puzfi 拼装
puzfio 平装
puzg 捧着
puzge 拍着
puzgo 披着
puzi 拍照
puzia 批转
puzj 撇嘴
puzk 拼争
puzl 排长
puzla 批租
puzn 捧走
puzp 排在
puzpi 捧在
puzpio 平仄
puzpo 扑在
puzpu 抛在
puzs 排字
puzsi 拼字
puzt 批注
puzu 抛掷
puzw 拍掌
puzy 平整
puzyi 平直
puzyie 平正
puzz 拍子
pvjj 拍案叫绝
